ID_klienta;ID_uslugi;data_rozpoczecia;data_zakonczenia
E1386;PR;2017-08-28;2021-08-27
F1153;SS;2017-08-28;2020-08-27
F1308;PR;2017-08-28;2019-08-27
I1255;PP;2017-08-28;2020-08-27
I1428;B1;2017-08-28;2021-08-27
I1070;BN;2017-08-29;2019-08-28
I1428;PR;2017-08-29;2018-08-28
I1469;B1;2017-08-29;2021-08-28
F1466;SM;2017-08-29;2020-08-28
I1356;FT;2017-08-29;2020-08-28
I1201;BN;2017-08-29;2018-08-28
I1428;BD;2017-08-29;2021-08-28
I1023;PP;2017-08-30;2021-08-29
I1078;PP;2017-08-30;2020-08-29
I1460;FT;2017-08-30;2018-08-29
F1495;B1;2017-08-30;2020-08-29
F1139;FT;2017-08-30;2020-08-29
I1387;B3;2017-09-02;2020-09-01
E1313;B3;2017-09-02;2019-09-01
I1109;SM;2017-09-02;2018-09-01
E1199;B1;2017-09-02;2021-09-01
F1333;PI;2017-09-02;2021-09-01
F1477;PF;2017-09-02;2021-09-01
F1144;BN;2017-09-02;2018-09-01
E1386;BX;2017-09-02;2019-09-01
I1315;PP;2017-09-02;2019-09-01
I1237;BN;2017-09-02;2019-09-01
I1005;SM;2017-09-02;2018-09-01
E1074;BN;2017-09-03;2018-09-02
I1078;BD;2017-09-03;2018-09-02
I1332;BD;2017-09-03;2019-09-02
F1153;BX;2017-09-03;2018-09-02
F1491;BX;2017-09-03;2021-09-02
E1313;PR;2017-09-03;2020-09-02
I1189;BD;2017-09-04;2018-09-03
F1106;PP;2017-09-04;2018-09-03
I1179;BD;2017-09-04;2021-09-03
I1132;B2;2017-09-04;2021-09-03
E1168;PF;2017-09-05;2021-09-04
I1416;PP;2017-09-05;2019-09-04
I1087;SD;2017-09-05;2018-09-04
I1050;SS;2017-09-05;2018-09-04
E1336;B3;2017-09-05;2021-09-04
I1103;PP;2017-09-06;2021-09-05
I1362;PR;2017-09-06;2021-09-05
I1024;SM;2017-09-06;2020-09-05
F1461;B1;2017-09-06;2018-09-05
I1433;BX;2017-09-06;2020-09-05
I1300;B1;2017-09-06;2021-09-05
E1021;PP;2017-09-06;2019-09-05
I1449;BX;2017-09-06;2020-09-05
I1472;PP;2017-09-07;2018-09-06
I1059;B2;2017-09-07;2021-09-06
I1498;BN;2017-09-07;2020-09-06
F1205;BN;2017-09-07;2020-09-06
I1181;PP;2017-09-07;2020-09-06
F1153;PP;2017-09-07;2021-09-06
F1144;PI;2017-09-07;2019-09-06
E1072;PP;2017-09-08;2021-09-07
E1249;PR;2017-09-08;2021-09-07
F1395;BN;2017-09-08;2018-09-07
F1226;PI;2017-09-08;2020-09-07
E1168;BX;2017-09-08;2021-09-07
F1041;SS;2017-09-08;2019-09-07
F1037;FT;2017-09-09;2021-09-08
I1356;PF;2017-09-09;2018-09-08
I1460;PF;2017-09-09;2021-09-08
I1060;DS;2017-09-10;2020-09-09
I1157;B2;2017-09-10;2021-09-09
F1436;SS;2017-09-10;2018-09-09
I1028;HU;2017-09-10;2021-09-09
I1005;B2;2017-09-10;2019-09-09
F1048;SD;2017-09-10;2021-09-09
I1470;B1;2017-09-11;2018-09-10
F1350;BD;2017-09-11;2021-09-10
I1488;PP;2017-09-11;2019-09-10
F1271;BN;2017-09-11;2018-09-10
F1035;PP;2017-09-11;2018-09-10
E1102;SD;2017-09-12;2020-09-11
E1073;HB;2017-09-12;2019-09-11
I1186;PR;2017-09-12;2018-09-11
E1303;PP;2017-09-12;2018-09-11
I1178;BN;2017-09-12;2018-09-11
I1331;PP;2017-09-12;2020-09-11
I1450;SM;2017-09-13;2018-09-12
I1192;B3;2017-09-13;2018-09-12
F1139;B1;2017-09-13;2021-09-12
E1435;PF;2017-09-14;2018-09-13
I1113;BN;2017-09-14;2021-09-13
E1309;BX;2017-09-14;2020-09-13
I1119;BN;2017-09-14;2018-09-13
E1030;PI;2017-09-15;2021-09-14
F1393;PR;2017-09-15;2018-09-14
F1402;SD;2017-09-15;2018-09-14
I1351;BN;2017-09-15;2021-09-14
I1181;PP;2017-09-15;2020-09-14
I1064;B3;2017-09-15;2021-09-14
I1272;PR;2017-09-16;2020-09-15
I1404;SD;2017-09-16;2021-09-15
I1411;B2;2017-09-16;2020-09-15
F1412;SS;2017-09-16;2018-09-15
I1315;PP;2017-09-16;2018-09-15
I1458;FT;2017-09-17;2020-09-16
I1065;PI;2017-09-17;2020-09-16
I1389;PF;2017-09-17;2018-09-16
I1010;HS;2017-09-17;2019-09-16
F1334;PF;2017-09-17;2018-09-16
E1435;B2;2017-09-17;2021-09-16
F1205;SS;2017-09-17;2020-09-16
I1215;SS;2017-09-17;2020-09-16
I1089;BN;2017-09-17;2021-09-16
I1266;BX;2017-09-18;2021-09-17
I1174;B1;2017-09-18;2021-09-17
E1486;FT;2017-09-18;2019-09-17
I1222;SS;2017-09-18;2021-09-17
I1201;BX;2017-09-18;2021-09-17
I1351;SM;2017-09-18;2020-09-17
I1476;PR;2017-09-19;2018-09-18
I1061;PI;2017-09-19;2020-09-18
E1091;BX;2017-09-19;2021-09-18
I1213;SM;2017-09-19;2018-09-18
F1436;FT;2017-09-19;2020-09-18
I1485;BX;2017-09-20;2021-09-19
E1313;PR;2017-09-20;2019-09-19
I1389;PI;2017-09-20;2019-09-19
I1387;B2;2017-09-20;2019-09-19
F1106;BD;2017-09-21;2020-09-20
E1410;B2;2017-09-21;2018-09-20
I1061;BX;2017-09-21;2019-09-20
I1061;B3;2017-09-21;2019-09-20
I1089;PP;2017-09-22;2020-09-21
F1288;BD;2017-09-22;2019-09-21
F1145;HB;2017-09-22;2020-09-21
F1144;B1;2017-09-23;2020-09-22
E1329;BD;2017-09-23;2019-09-22
I1474;B3;2017-09-23;2019-09-22
I1448;B1;2017-09-23;2018-09-22
F1412;B1;2017-09-24;2019-09-23
I1043;B3;2017-09-24;2021-09-23
I1365;B3;2017-09-24;2021-09-23
I1332;SS;2017-09-24;2020-09-23
I1480;BN;2017-09-24;2018-09-23
E1097;BD;2017-09-24;2020-09-23
E1413;DS;2017-09-24;2018-09-23
I1324;B2;2017-09-25;2021-09-24
E1270;PR;2017-09-25;2019-09-24
E1310;B1;2017-09-25;2019-09-24
I1017;BN;2017-09-25;2019-09-24
I1416;SD;2017-09-25;2018-09-24
I1067;SD;2017-09-25;2019-09-24
E1249;PI;2017-09-25;2020-09-24
I1437;BD;2017-09-25;2020-09-24
E1457;SD;2017-09-26;2020-09-25
F1402;PF;2017-09-26;2018-09-25
I1212;BN;2017-09-26;2021-09-25
F1477;B2;2017-09-26;2018-09-25
F1048;BX;2017-09-26;2021-09-25
I1057;PP;2017-09-26;2021-09-25
E1021;PI;2017-09-27;2018-09-26
I1398;FT;2017-09-27;2020-09-26
E1072;B3;2017-09-27;2020-09-26
I1450;SD;2017-09-28;2020-09-27
F1153;BX;2017-09-28;2018-09-27
I1188;B3;2017-09-29;2018-09-28
I1414;PI;2017-09-29;2021-09-28
I1032;PR;2017-09-29;2018-09-28
F1333;SM;2017-09-29;2018-09-28
I1105;SM;2017-09-30;2020-09-29
F1106;SD;2017-10-02;2020-10-01
I1426;PF;2017-10-02;2018-10-01
I1485;PI;2017-10-02;2020-10-01
E1234;BX;2017-10-02;2019-10-01
I1366;PR;2017-10-02;2019-10-01
I1109;PI;2017-10-02;2020-10-01
F1395;B2;2017-10-02;2021-10-01
I1149;PI;2017-10-02;2018-10-01
I1201;B1;2017-10-02;2018-10-01
F1478;BX;2017-10-02;2020-10-01
I1196;B2;2017-10-02;2019-10-01
E1234;B3;2017-10-02;2018-10-01
I1050;PI;2017-10-03;2018-10-02
I1252;PP;2017-10-03;2018-10-02
I1132;PP;2017-10-03;2019-10-02
I1437;BX;2017-10-03;2019-10-02
I1480;B2;2017-10-03;2020-10-02
I1460;BX;2017-10-03;2021-10-02
I1488;PP;2017-10-04;2018-10-03
I1469;PP;2017-10-05;2020-10-04
I1282;SD;2017-10-05;2018-10-04
E1107;SS;2017-10-05;2018-10-04
F1431;PR;2017-10-05;2018-10-04
F1316;HW;2017-10-05;2021-10-04
I1404;SD;2017-10-05;2018-10-04
F1292;PP;2017-10-05;2021-10-04
I1388;SD;2017-10-05;2018-10-04
F1391;BD;2017-10-05;2018-10-04
I1480;B3;2017-10-05;2021-10-04
I1360;BX;2017-10-06;2019-10-05
I1134;B2;2017-10-06;2020-10-05
I1272;BX;2017-10-06;2021-10-05
I1089;B2;2017-10-06;2018-10-05
F1461;PP;2017-10-06;2019-10-05
I1134;PR;2017-10-06;2021-10-05
I1301;PF;2017-10-06;2019-10-05
I1103;B3;2017-10-06;2021-10-05
F1006;B2;2017-10-07;2021-10-06
F1394;B1;2017-10-07;2019-10-06
I1476;SM;2017-10-07;2019-10-06
E1307;FT;2017-10-07;2020-10-06
E1088;B3;2017-10-07;2018-10-06
I1426;B2;2017-10-07;2019-10-06
I1364;FT;2017-10-08;2018-10-07
E1486;B1;2017-10-08;2018-10-07
I1001;HW;2017-10-08;2020-10-07
F1281;SS;2017-10-08;2021-10-07
F1467;SD;2017-10-08;2020-10-07
F1162;PI;2017-10-09;2018-10-08
I1296;B2;2017-10-09;2018-10-08
I1416;B2;2017-10-09;2020-10-08
I1134;SD;2017-10-09;2020-10-08
F1029;SS;2017-10-09;2021-10-08
E1336;PF;2017-10-09;2020-10-08
E1457;PP;2017-10-10;2020-10-09
I1357;SM;2017-10-10;2021-10-09
I1089;FT;2017-10-10;2018-10-09
F1395;PR;2017-10-10;2019-10-09
I1149;PP;2017-10-10;2021-10-09
E1245;FT;2017-10-10;2020-10-09
I1384;DS;2017-10-10;2019-10-09
I1142;PR;2017-10-11;2021-10-10
I1326;SM;2017-10-11;2019-10-10
F1477;SS;2017-10-11;2020-10-10
I1482;PI;2017-10-11;2018-10-10
E1014;BX;2017-10-11;2018-10-10
I1078;B2;2017-10-11;2019-10-10
I1032;FT;2017-10-11;2021-10-10
I1156;BX;2017-10-12;2018-10-11
I1498;B1;2017-10-12;2018-10-11
I1398;B3;2017-10-12;2021-10-11
I1493;BX;2017-10-12;2018-10-11
E1155;PR;2017-10-12;2018-10-11
F1216;PF;2017-10-13;2019-10-12
F1164;BD;2017-10-13;2021-10-12
F1040;BD;2017-10-13;2021-10-12
I1362;BN;2017-10-13;2021-10-12
I1222;SM;2017-10-13;2021-10-12
I1070;BN;2017-10-13;2019-10-12
E1150;B1;2017-10-13;2018-10-12
I1449;PF;2017-10-14;2018-10-13
I1113;SM;2017-10-14;2018-10-13
F1006;PF;2017-10-14;2018-10-13
I1044;PP;2017-10-14;2019-10-13
E1056;SD;2017-10-14;2019-10-13
E1483;PP;2017-10-15;2018-10-14
I1059;SM;2017-10-15;2018-10-14
E1309;SS;2017-10-15;2019-10-14
I1252;B2;2017-10-15;2018-10-14
I1109;SM;2017-10-15;2020-10-14
F1358;PP;2017-10-15;2020-10-14
E1290;BX;2017-10-16;2018-10-15
I1335;SM;2017-10-16;2018-10-15
F1333;SS;2017-10-16;2018-10-15
F1391;B1;2017-10-16;2019-10-15
I1105;PR;2017-10-17;2018-10-16
E1435;BX;2017-10-17;2021-10-16
I1401;BN;2017-10-17;2021-10-16
F1382;BX;2017-10-17;2019-10-16
E1097;SS;2017-10-18;2020-10-17
F1037;BX;2017-10-18;2018-10-17
I1472;PI;2017-10-18;2020-10-17
E1435;SM;2017-10-18;2019-10-17
I1480;PP;2017-10-19;2018-10-18
I1331;PP;2017-10-19;2020-10-18
I1426;PP;2017-10-19;2018-10-18
I1302;SM;2017-10-19;2020-10-18
I1375;B2;2017-10-19;2020-10-18
E1483;PF;2017-10-19;2018-10-18
I1215;SM;2017-10-20;2018-10-19
I1026;BX;2017-10-21;2019-10-20
F1224;PI;2017-10-21;2021-10-20
I1388;B1;2017-10-21;2018-10-20
I1450;BD;2017-10-21;2021-10-20
F1205;PI;2017-10-21;2020-10-20
F1205;SD;2017-10-22;2018-10-21
I1213;B2;2017-10-22;2019-10-21
I1044;SM;2017-10-23;2021-10-22
I1170;PI;2017-10-23;2018-10-22
I1027;B3;2017-10-23;2021-10-22
F1478;PR;2017-10-23;2021-10-22
I1174;BX;2017-10-23;2019-10-22
E1150;PP;2017-10-23;2018-10-22
I1076;SS;2017-10-23;2020-10-22
F1158;BD;2017-10-24;2018-10-23
I1414;SM;2017-10-24;2020-10-23
F1118;HW;2017-10-24;2019-10-23
I1255;BN;2017-10-24;2021-10-23
I1366;SS;2017-10-24;2019-10-23
E1270;SS;2017-10-24;2021-10-23
E1100;PP;2017-10-24;2018-10-23
I1026;PF;2017-10-24;2019-10-23
I1481;PP;2017-10-25;2020-10-24
I1460;B1;2017-10-25;2020-10-24
I1469;B3;2017-10-25;2019-10-24
I1366;PF;2017-10-25;2019-10-24
F1447;PP;2017-10-25;2021-10-24
I1260;BD;2017-10-25;2021-10-24
F1264;PI;2017-10-26;2019-10-25
F1264;B2;2017-10-26;2020-10-25
I1171;PR;2017-10-26;2019-10-25
I1279;PF;2017-10-26;2021-10-25
I1055;BN;2017-10-26;2018-10-25
E1052;PF;2017-10-26;2018-10-25
I1039;HW;2017-10-26;2018-10-25
F1436;SS;2017-10-26;2021-10-25
I1099;BN;2017-10-26;2020-10-25
I1314;PF;2017-10-27;2021-10-26
F1278;PP;2017-10-27;2019-10-26
I1134;SM;2017-10-27;2020-10-26
E1136;B3;2017-10-27;2019-10-26
I1142;BX;2017-10-27;2019-10-26
F1029;B1;2017-10-28;2020-10-27
I1070;PP;2017-10-28;2020-10-27
I1450;BD;2017-10-28;2018-10-27
F1278;PP;2017-10-28;2021-10-27
F1305;B3;2017-10-28;2018-10-27
I1361;B2;2017-10-28;2018-10-27
I1099;SD;2017-10-29;2020-10-28
F1164;FT;2017-10-30;2021-10-29
F1158;B1;2017-10-30;2018-10-29
I1003;B3;2017-10-30;2020-10-29
F1358;B1;2017-10-30;2020-10-29
E1056;B3;2017-10-30;2020-10-29
I1105;SD;2017-10-30;2020-10-29
F1305;B3;2017-10-30;2020-10-29
E1336;SD;2017-10-30;2019-10-29
F1035;B1;2017-11-02;2020-11-01
E1234;B2;2017-11-02;2018-11-01
F1444;PI;2017-11-02;2018-11-01
I1472;BX;2017-11-02;2020-11-01
F1439;PP;2017-11-02;2018-11-01
E1277;PP;2017-11-02;2018-11-01
F1035;SD;2017-11-02;2018-11-01
I1375;B3;2017-11-02;2018-11-01
F1048;B3;2017-11-02;2018-11-01
E1290;BX;2017-11-03;2021-11-02
I1273;HB;2017-11-03;2019-11-02
E1277;PP;2017-11-03;2018-11-02
I1187;PI;2017-11-03;2018-11-02
I1065;B1;2017-11-03;2020-11-02
I1357;PP;2017-11-03;2018-11-02
I1152;B1;2017-11-04;2019-11-03
I1283;B1;2017-11-04;2021-11-03
E1161;B2;2017-11-04;2019-11-03
I1302;PF;2017-11-04;2021-11-03
F1271;BD;2017-11-04;2018-11-03
I1481;B2;2017-11-04;2020-11-03
E1100;SS;2017-11-04;2021-11-03
E1091;FT;2017-11-04;2020-11-03
E1095;SD;2017-11-05;2020-11-04
F1454;PI;2017-11-05;2021-11-04
F1305;PR;2017-11-05;2019-11-04
E1303;PP;2017-11-05;2021-11-04
I1315;B3;2017-11-05;2018-11-04
I1498;PP;2017-11-06;2019-11-05
F1204;B2;2017-11-06;2019-11-05
E1313;B2;2017-11-06;2020-11-05
I1485;PP;2017-11-06;2021-11-05
I1157;B2;2017-11-06;2020-11-05
I1343;HU;2017-11-07;2020-11-06
I1011;FT;2017-11-07;2020-11-06
I1404;B1;2017-11-07;2019-11-06
F1106;BD;2017-11-07;2019-11-06
I1404;B3;2017-11-07;2021-11-06
F1226;BD;2017-11-08;2020-11-07
I1482;BN;2017-11-08;2020-11-07
I1159;FT;2017-11-08;2018-11-07
I1460;BX;2017-11-08;2019-11-07
F1226;BX;2017-11-09;2018-11-08
I1212;B3;2017-11-09;2021-11-08
I1449;PF;2017-11-09;2018-11-08
E1457;PI;2017-11-09;2018-11-08
I1188;B1;2017-11-09;2018-11-08
F1359;BX;2017-11-09;2018-11-08
F1038;PI;2017-11-10;2019-11-09
E1221;B2;2017-11-10;2018-11-09
F1462;BN;2017-11-10;2020-11-09
E1486;B3;2017-11-11;2018-11-10
I1286;BN;2017-11-11;2019-11-10
E1245;BX;2017-11-11;2020-11-10
F1333;PP;2017-11-12;2018-11-11
E1161;B1;2017-11-12;2020-11-11
I1009;B2;2017-11-12;2018-11-11
I1283;PI;2017-11-12;2019-11-11
I1093;BX;2017-11-12;2019-11-11
I1469;PP;2017-11-12;2019-11-11
I1423;B2;2017-11-13;2018-11-12
I1171;BD;2017-11-13;2019-11-12
E1020;FT;2017-11-13;2018-11-12
E1355;PF;2017-11-14;2018-11-13
F1369;SM;2017-11-14;2019-11-13
I1113;SS;2017-11-15;2018-11-14
I1476;PF;2017-11-15;2020-11-14
F1041;SM;2017-11-15;2018-11-14
E1267;PI;2017-11-15;2019-11-14
E1424;B1;2017-11-15;2021-11-14
E1303;BX;2017-11-16;2019-11-15
I1440;SS;2017-11-16;2019-11-15
I1387;BX;2017-11-16;2019-11-15
F1478;BN;2017-11-16;2021-11-15
E1249;B3;2017-11-16;2021-11-15
F1038;PP;2017-11-16;2021-11-15
F1305;BD;2017-11-16;2021-11-15
F1082;BD;2017-11-17;2021-11-16
E1019;PF;2017-11-17;2020-11-16
F1439;PR;2017-11-17;2020-11-16
F1382;PP;2017-11-17;2018-11-16
F1101;BN;2017-11-17;2018-11-16
E1088;PP;2017-11-18;2020-11-17
F1253;PP;2017-11-18;2018-11-17
I1175;SD;2017-11-18;2018-11-17
I1174;SD;2017-11-18;2018-11-17
F1334;B1;2017-11-18;2020-11-17
E1290;PP;2017-11-19;2019-11-18
F1462;B1;2017-11-19;2020-11-18
F1037;BN;2017-11-19;2018-11-18
F1370;SM;2017-11-19;2018-11-18
F1350;BD;2017-11-19;2018-11-18
I1050;B3;2017-11-19;2021-11-18
I1050;BN;2017-11-19;2018-11-18
F1281;BN;2017-11-20;2021-11-19
I1279;PR;2017-11-20;2021-11-19
E1019;SM;2017-11-20;2020-11-19
F1444;BD;2017-11-20;2018-11-19
I1266;BX;2017-11-20;2021-11-19
I1032;B3;2017-11-20;2021-11-19
I1414;B2;2017-11-20;2018-11-19
F1323;BD;2017-11-21;2021-11-20
I1252;BD;2017-11-21;2018-11-20
I1302;FT;2017-11-21;2020-11-20
I1361;B3;2017-11-22;2020-11-21
F1359;PR;2017-11-22;2021-11-21
I1296;B3;2017-11-22;2021-11-21
F1402;B3;2017-11-22;2019-11-21
I1440;B3;2017-11-22;2018-11-21
F1271;PR;2017-11-23;2018-11-22
F1431;SS;2017-11-23;2021-11-22
I1044;SS;2017-11-23;2018-11-22
F1278;PI;2017-11-23;2020-11-22
F1029;B1;2017-11-23;2018-11-22
E1486;BX;2017-11-23;2021-11-22
E1191;B1;2017-11-23;2021-11-22
I1070;BX;2017-11-24;2021-11-23
E1091;PI;2017-11-24;2018-11-23
I1488;BN;2017-11-24;2019-11-23
E1267;BN;2017-11-25;2020-11-24
I1283;FT;2017-11-25;2021-11-24
F1395;SD;2017-11-25;2021-11-24
E1303;SM;2017-11-25;2021-11-24
I1109;BD;2017-11-25;2018-11-24
E1290;B2;2017-11-25;2018-11-24
F1412;PP;2017-11-26;2021-11-25
E1303;FT;2017-11-26;2018-11-25
I1459;B1;2017-11-26;2020-11-25
F1478;PI;2017-11-26;2018-11-25
F1038;SD;2017-11-26;2020-11-25
I1174;FT;2017-11-26;2021-11-25
I1075;SS;2017-11-27;2021-11-26
I1414;PF;2017-11-27;2018-11-26
I1360;BD;2017-11-27;2021-11-26
I1481;B3;2017-11-27;2021-11-26
F1281;PP;2017-11-27;2019-11-26
E1097;PI;2017-11-27;2020-11-26
E1136;PP;2017-11-27;2019-11-26
E1249;PF;2017-11-28;2018-11-27
I1215;FT;2017-11-28;2019-11-27
I1113;PF;2017-11-28;2019-11-27
I1474;SS;2017-11-28;2020-11-27
E1234;BD;2017-11-28;2020-11-27
I1357;FT;2017-11-28;2018-11-27
I1152;SS;2017-11-28;2018-11-27
I1485;B3;2017-11-29;2018-11-28
F1340;PR;2017-11-29;2018-11-28
I1032;PR;2017-11-29;2018-11-28
E1021;PP;2017-11-29;2019-11-28
F1037;SM;2017-11-29;2021-11-28
E1451;PR;2017-11-29;2018-11-28
I1177;PF;2017-11-29;2018-11-28
I1272;PR;2017-11-29;2019-11-28
E1136;PI;2017-11-30;2018-11-29
I1186;BN;2017-11-30;2021-11-29
I1163;B1;2017-11-30;2020-11-29
E1445;PP;2017-11-30;2019-11-29
I1487;SM;2017-11-30;2021-11-29
I1027;SS;2017-11-30;2020-11-29
I1482;B3;2017-11-30;2020-11-29
I1176;PP;2017-12-02;2019-12-01
I1269;SM;2017-12-02;2020-12-01
I1475;FT;2017-12-02;2021-12-01
I1470;PI;2017-12-02;2019-12-01
I1492;PR;2017-12-02;2021-12-01
I1134;B3;2017-12-02;2019-12-01
F1478;PI;2017-12-02;2019-12-01
I1428;BD;2017-12-02;2020-12-01
I1356;BD;2017-12-03;2018-12-02
I1286;PI;2017-12-03;2019-12-02
I1492;PP;2017-12-03;2018-12-02
I1252;BN;2017-12-03;2021-12-02
I1325;PF;2017-12-03;2020-12-02
E1245;PP;2017-12-03;2021-12-02
I1448;BX;2017-12-04;2021-12-03
I1025;HB;2017-12-04;2020-12-03
I1472;PF;2017-12-04;2018-12-03
I1032;PF;2017-12-04;2019-12-03
F1467;FT;2017-12-05;2019-12-04
F1393;SS;2017-12-05;2019-12-04
F1141;SS;2017-12-05;2018-12-04
E1161;BN;2017-12-05;2018-12-04
I1178;PF;2017-12-05;2019-12-04
I1301;B2;2017-12-05;2018-12-04
F1311;PF;2017-12-05;2019-12-04
I1469;BX;2017-12-06;2018-12-05
I1279;SS;2017-12-06;2021-12-05
I1044;SS;2017-12-06;2019-12-05
I1042;B3;2017-12-06;2018-12-05
I1331;B2;2017-12-06;2020-12-05
I1098;PP;2017-12-06;2018-12-05
I1286;SD;2017-12-07;2018-12-06
F1454;BX;2017-12-07;2018-12-06
E1030;PR;2017-12-07;2020-12-06
I1362;B2;2017-12-07;2020-12-06
F1029;B1;2017-12-07;2019-12-06
I1152;FT;2017-12-07;2019-12-06
F1430;BX;2017-12-08;2019-12-07
I1189;PF;2017-12-08;2019-12-07
I1302;SD;2017-12-08;2018-12-07
I1362;PI;2017-12-08;2018-12-07
E1012;HU;2017-12-08;2018-12-07
F1461;BX;2017-12-08;2018-12-07
E1290;BD;2017-12-08;2018-12-07
I1174;PP;2017-12-08;2018-12-07
I1217;PP;2017-12-08;2019-12-07
F1158;SS;2017-12-09;2018-12-08
E1400;PP;2017-12-09;2021-12-08
I1260;SS;2017-12-10;2019-12-09
E1191;PF;2017-12-10;2020-12-09
F1205;BD;2017-12-10;2019-12-09
I1192;SS;2017-12-10;2021-12-09
F1216;SS;2017-12-10;2021-12-09
F1462;B2;2017-12-10;2019-12-09
I1222;PP;2017-12-11;2021-12-10
I1463;BN;2017-12-11;2021-12-10
I1487;SD;2017-12-11;2018-12-10
I1405;BN;2017-12-11;2021-12-10
F1158;SM;2017-12-12;2019-12-11
I1252;B2;2017-12-12;2018-12-11
F1048;FT;2017-12-12;2018-12-11
F1391;BD;2017-12-12;2018-12-11
F1253;BN;2017-12-12;2019-12-11
F1271;B3;2017-12-12;2020-12-11
F1454;PP;2017-12-13;2018-12-12
I1492;BD;2017-12-13;2021-12-12
E1307;PR;2017-12-13;2019-12-12
I1177;SD;2017-12-14;2021-12-13
I1476;PF;2017-12-14;2019-12-13
F1421;SM;2017-12-14;2018-12-13
I1154;PF;2017-12-14;2021-12-13
F1495;PR;2017-12-15;2018-12-14
F1370;FT;2017-12-15;2018-12-14
F1048;B2;2017-12-15;2019-12-14
I1159;BN;2017-12-15;2019-12-14
I1050;BN;2017-12-15;2020-12-14
F1340;SM;2017-12-16;2018-12-15
I1027;PP;2017-12-16;2021-12-15
I1279;BN;2017-12-16;2018-12-15
F1104;PF;2017-12-16;2019-12-15
I1009;PR;2017-12-16;2019-12-15
E1277;B1;2017-12-17;2018-12-16
I1328;FT;2017-12-17;2020-12-16
I1302;BX;2017-12-17;2020-12-16
I1159;B3;2017-12-17;2019-12-16
I1364;B2;2017-12-18;2020-12-17
I1217;SM;2017-12-18;2018-12-17
F1308;FT;2017-12-18;2021-12-17
I1487;PF;2017-12-18;2018-12-17
I1163;B3;2017-12-19;2018-12-18
F1224;PP;2017-12-19;2018-12-18
E1074;B1;2017-12-19;2018-12-18
E1074;PR;2017-12-19;2019-12-18
I1193;HS;2017-12-20;2018-12-19
F1444;SM;2017-12-20;2020-12-19
F1439;B2;2017-12-20;2020-12-19
E1020;SM;2017-12-20;2018-12-19
I1375;PP;2017-12-21;2021-12-20
F1334;B1;2017-12-21;2019-12-20
F1421;BX;2017-12-21;2020-12-20
E1234;BN;2017-12-21;2018-12-20
F1271;FT;2017-12-22;2018-12-21
I1387;PP;2017-12-22;2020-12-21
F1204;SS;2017-12-22;2018-12-21
I1398;SS;2017-12-22;2019-12-21
I1460;PR;2017-12-23;2020-12-22
E1088;FT;2017-12-23;2020-12-22
E1088;SS;2017-12-23;2018-12-22
I1080;SD;2017-12-24;2021-12-23
I1392;BX;2017-12-24;2020-12-23
I1490;BN;2017-12-24;2021-12-23
I1296;SM;2017-12-24;2020-12-23
F1299;HU;2017-12-24;2018-12-23
I1398;BN;2017-12-24;2019-12-23
I1154;SS;2017-12-25;2018-12-24
F1446;B2;2017-12-25;2019-12-24
I1411;PP;2017-12-25;2020-12-24
I1159;SS;2017-12-25;2021-12-24
F1334;SD;2017-12-25;2021-12-24
I1297;PR;2017-12-25;2018-12-24
F1164;BD;2017-12-25;2018-12-24
I1289;SS;2017-12-25;2018-12-24
F1421;BD;2017-12-25;2018-12-24
I1046;BN;2017-12-25;2018-12-24
I1027;PI;2017-12-25;2018-12-24
F1167;B1;2017-12-25;2019-12-24
F1467;B3;2017-12-26;2020-12-25
I1492;BX;2017-12-26;2019-12-25
F1226;SD;2017-12-26;2018-12-25
I1492;PP;2017-12-26;2018-12-25
E1209;B2;2017-12-26;2019-12-25
F1436;PI;2017-12-27;2019-12-26
F1436;SS;2017-12-27;2020-12-26
I1017;SD;2017-12-27;2018-12-26
I1475;SD;2017-12-27;2018-12-26
F1412;B3;2017-12-27;2021-12-26
F1041;SM;2017-12-27;2018-12-26
I1275;BX;2017-12-27;2021-12-26
E1116;DS;2017-12-28;2021-12-27
F1402;B3;2017-12-28;2021-12-27
I1377;HS;2017-12-28;2019-12-27
F1278;B2;2017-12-28;2021-12-27
I1176;SM;2017-12-29;2020-12-28
I1005;B2;2017-12-29;2021-12-28
I1326;B3;2017-12-29;2018-12-28
I1044;SS;2017-12-30;2020-12-29
I1222;PP;2017-12-30;2018-12-29
F1082;B3;2017-12-30;2020-12-29
F1106;PP;2017-12-30;2020-12-29
I1331;BX;2017-12-30;2018-12-29
I1189;PF;2017-12-30;2020-12-29
I1335;BN;2017-12-30;2019-12-29
F1391;BD;2018-01-02;2020-01-01
I1183;BD;2018-01-02;2021-01-01
I1356;PI;2018-01-02;2019-01-01
F1203;HW;2018-01-02;2020-01-01
I1009;B2;2018-01-02;2020-01-01
F1029;PR;2018-01-02;2020-01-01
I1423;PP;2018-01-02;2019-01-01
I1487;B3;2018-01-02;2022-01-01
F1390;PP;2018-01-02;2022-01-01
I1362;SS;2018-01-02;2019-01-01
I1362;PI;2018-01-02;2022-01-01
E1336;PI;2018-01-02;2020-01-01
I1448;SS;2018-01-02;2021-01-01
I1089;FT;2018-01-02;2019-01-01
F1292;PP;2018-01-03;2022-01-02
I1174;PP;2018-01-03;2021-01-02
E1155;BX;2018-01-04;2020-01-03
E1088;SS;2018-01-04;2020-01-03
